Comment
Vidio udh 2taun masih aja blm kebeli hmm
Awet gak bang tuh hp
AnTuTu?
Maaf ketinggalan 2 tahun
infiniz skrg fitur kameranya pelit bgt gk mewah kaya xiaomi dan realme
Kalo boleh nanya bagusan hp Redmi Note 14 5g atau Infinix GT 10 Pro. Saya mau beli soalnya tapi bingung mau yang mana
Beli sekarang masih Bagus ga bang
1:54 wkwk😂
"Dapat hp ini sminggu yg lalu di 1.6 hp ces normal, lumayan lah yaaa😅😅😂"
"Aku makan ayam goreng pakai sambel geprek, minum es krim. Kepalaku agak nyut nyut. Aku lupa panasin sayur lodeh. Aku ke dapur dulu ya. Mau panasin sayur"
Bagusan poco x7 5g atau infinix gt 10 pro
goib cogg hpny
Bjirr gua maen ep ep 120 fps dapet
"12:29  Kirain garis garis doang, tapi 4 garis doang ya"
Sekarang harga Infinix gt 10 pro berapa duit?
Bagusan gt10pro aoa gt20 pro
Cra dpt trigger nya beli offline?
Bang Riview Infinix note 50 pro + 🙏
"3,4 juta ? Yaelah di tempat gw 2,5 juta 😂"
Yg ak g sk dri yt riview ini smua pnjelassn ny slalu main aman seakan g mw nunjukin klo inj jelek atau bgus jd kbnykn konsumen jd nyesel knp g susai expetasi 😅
"Semakin banyak reviewer HP, tp menurut gw bang david tuh beda, nge review tp kayak ngajak ngobrol jd gak bosen"
Ganteng-ganteng Diddy
Bagusan hp tocno pova 6 pro Atau infinix gt 10 pro Tolong di bantu ya orang baik
Di tawarin temen 2jt ambil ga ya?
hpnya gampang panas bjirrr
"Ada yang smaa gk sih dulu pas masih baru"" Kalo kena sinar matahari garis putih nya bisa berubah warna ko sekarang engga ya ada yang sama gak??"
bagusan infinix gt 10 pro apa pova 6
Ap beda x gt 10 SMA gt 20
Kingfinix di lawan
1:53 😂
pengen
Anjir lagu Minecraft 😮
"buat nonton video ini hp ini bisa sampai resolusi 2160p, wow banget 😅"
Kabel data saya 2 bulan beli sdh rusak kwkwk
Bg bagusan gt10 atau yang note 40?
Skeng harganya masih sama ga? Apa udah turun
Mabar bang
Ganteng ganteng tapi tol
Belinya dimana bg
Bang david enak ini apa yg gt20 pro?
GT (Gamming Tau)
Bang hp yang abang riveuw itu sm kayak hp aku warnanya silver
sekarang harganya brp?
"Singkatan ""GT"" itu kepanjangan Gaming Tour"
bang review tecno spark 30c pliss bang
"Mati total (matot), klaim garansi, hidup 3 hari kmudian matot, klaim seminggu matot lg, klaim trpaksa kmbali ke settingan pabrik, matot lg... Gatau apa masalahnya smpe mba2nya kl liat aku dtg auto males ( dia lagi dia lagi wkwk) Pengalamaku punya hp ini.. huhu"
Skrg infinix sudah naik tahta.. Teruskan infinix keluarin hp speack bagus harga merakyat .. Contohnya kayak infinix gt 10-20 pro 5g.. Berharap infinix ada penerus generasi gt selanjutny
Nabung tipis² biar bisa kebeli 🤲
Ya kayaknya ya mending main tu hp pas dingin biar fps nya tetep ga turun naik
Nonton pake poco x6 pro
Nonton hari ini pake gt 10 pro
Apa coba infinix gt 10 pro😂
"Udah 1 tahun ni video, gimana guys yg masik pake hp ini? Masih bagus ga perfoma ny?"
Bagusan GT 10 pro apa GT 20 pro
itu udah ada layar tampilan pop up?
Kalo untuk skarang d bandingin sama hot 40 pro mnding mana untuk jangka panjang?
Kalo untuk skarang d bandingin sama 40 pro mnding mana untuk jangka panjang?
"Gue beli kaga ada sarung jari nya, sama trigger nya sue,"
Udah beli gt 20 promo gift box
banyak komplen barang nya gitu sesuain sama harga bang
Mending infinix gt 10 pro apa infinix note 40 pro 5g
Lebih bagus ini atau poco x6 5g?
nyesel bg beli infinix gt 10 pro sekarang mati total ga bisa dipake peforma game enak rata kanan tapi pemakaian di bulan ke 11 mulai eror 😪😪
Mnurut sy Videonya msih kalah sama infinix Not.30
bismillah semoga kebeli hp yang aku pengen dari dulu sekarang masih kekumpul sedikit 😢 ya sabar aja lah bismillah aja😊
"Barusan saya cek tadi di shoopee, infinix gt 10 pro diskon 50 persen, jadi harga nya 1,2jta, bener gak sih soal nya say mau pesan di shoopee"
Infinix not 40 pro bang
10: 47 kenapa atas nya kuning begitu bg
ay wong plembang
Gironya ada gc bang
mantap bg david kejujuran no 1😂😂😂
Stelah pake HP ini selama 3 bulan sya bsa bilang klo HP ini bukan untuk gaming intens atau kompetitif.. Klo buat main main aja msh bsa sih.. Emank settingan gamenya rata rata mentok kanan cuman nge lag parah.. Belum lgi panasnya dan konsumsi dayanya yg gak ngotak boroknya.. Harga tetap acuan kualitas sih..
Nonton
Aku pengemar samsung tapi gak pernah punya kesempatan beli karena aku lagi suka bgt liat samsung A35😭😭😭tapi kantong gak memadai
"Pemakean 1 bln untuk main PUBG, batre mulai boros, cepat panas buat main patah2. Sangat trasa di update PUBG titik 3 sekarang. Apa mungkin karna infinix kluarin GT 20 pro di jdikan solusi. 😂😂😂"
Jangan beli guys cukup gua kasih tau... Batre boros+anget mulu dipake harian pdhal
Poco x5 pro beda harga😂
"pertama kali nyoba INFINIX , langsung ke INFINIX GT 10 PRO, Dan overall emang oke bgt aslii buat game / daily cocok bgt , kamera juga lumayannn . ga nyesel si nyoba infinix langsung ke gt 10 pro ini."
itu bng kevin orang Palembang kh bang david😮
Poco rawan matot
Gw di 2024   Grafik ml fps nya turun dan mentok  60fps :(  0:29
1:1
Adu idaman sih ini gua baru ke kumpul 50%
Bang review gt 20 pro infinix terbaru
Mediatek dulu:🤡 Mediatek sekarang: 💪
"Disetting rata kiri sama rata kanan sama aja, sama sama panas dan throttling😂😂"
Masih wort it g y di 2024😢
"Ada kamera 0,5 nya ga yaaa?"
Kaya ga suka banget review infinix lu bang
gk rekomen buat ML. layar gk enak
"Kakak gw habis beli njir, ya walaupun gw belum tahu dalemnya soalnya di pasword hpnya😂😂"
Screen protector nya yang paling bagus buat infinix gt apa bg?
"warna black 3.299k dan yang warna silver 3.399k, beda warna kok beda juga harga nya? ada fitur yg beda juga kah?"
"Bagusan mana ya infinix note 40 yang pro, atau infinix GT 10 pro?"
Aku kemarin cari tecno pova 5pro tapi belum keluar di sini
bang lu masih epik y bang ayo mabar ama gua biar gua naikin ke legend
Wow
HP ini sekarang dipakai sebagai hp Resmi MPL S13 PH
gt10 sma gt20 samaga bg?mohon review annya donggg
Lah wong kito galo..bahaso nyo
Wong plembang
UNBOXING INFINIX GT 20 PRO
Hp Infinix gt 20 pro gak ?
Info toko infinix gt 10 pro
INFINIX GT 20 PRO BANG 💪💪
"Kenapa tdk unboxin gt 29 nya, saya nunggun, walaupun tdk beli, karna setiap mau bli selalu lihat dulu dari chenell ini"
"Bezel sih simetris tapi ui nya ga simetris, ga rapi, ga seimbang"
"GT 20 Pro baang, dibanding Invinix 40 pro bagus yang mana?"
Gw udah 5 tahun pake hp ini hp ny pengen beli hp baru moga moga dapet hp infinix ini 😊
Aminnn
"Bang Coba review hp Infinix gt 20 pro bang, gw lagi mikir mikir buat beli hp coba bang review infinix gt 20 pro👍"
Info beli gt 20 pro box besar gitu
Om joba ambox sing infinix gt 20 pro
"Kadang tu kok kek kasian ya ma infinix, dia jual untung gak ya? Mana gak isi iklan lagi 😅"
Bang gue tunggu lu rifiu GT 20 YA BANG
Aing juga baru beli alhamdulillah😊😊😊
Gt 20 pro nanti bandingin sama poco X6 pro bang  Aku bingung milihnya
Bang unboxing gt 20 pro bang
di oriental knpa gak dapat dos gede gitu ya? malah dapat yang kotak kecil hp biasa
The Real Kingfinix! 🤴
oppo Reno 10 ga ada yg pake dimensity 8050 bang🙏😭😭
Unboxing gt 20 pro bang
Unboxing gt 20 pro bang
"ini video lama sih , tapi tiap kali ngeliat bang david ngeshare hasil jepretan , kyk gk asing .. bang David tinggal di Central Park kah 😂"
Gw gak suka motiv terlalu ramai😂😂😂
kuat buanget main pubg
Yg gt 20 pro bg
Bang hp infinix GT 20 pro
unboxing infinix GT 20
Bisa di pesan k
"Skrg harganya 4,3"
SEMOGA BISA KEBELI
"woy bantu woy,, mano ni katek uwong, tolong woy.. na ketemu kan kau (dah lama ga denger/ngobrol sm org palembang 😄)"
Mau keluar gt 10 ultra
Sekarang goib 😭😭😭
"klo dulu GT10 pro kasih ram 12gb bisa jd bnerr2 perusak pasar, skrg g99 bisa maksimalin sampe 12gb"
Bang ngapo bahasa Palembang
Bang riview infinix GT ULTRA bang
"semoga tahun depann gw bisa beli ini HP, soalnya impian gw juga"
"Bagusan mana Infinix GT 10 pro atau Samsung a15 5g, kalau buat gaming ??"
"editor nya asik, pas bagian GGT Ganteng-Ganteng Toll🗿"
Seharusnya infinix pakai snapdragon lebih bagus dan di minati banyak orang
Dimana lagi nyari ni hp
Gw baru beli overall bagus cuman cepet panas sama buka kamera ig pas pake filter malah ngefreeze njir :'l
Kate wong. Kayak bahasa orang palembang
Hari ini gw mau beli gt 10 pro doain lancar dalam perjalanan
"bang david sebutkan touch sampling rate juga dong, biar lebih tercerahkan kalo bahas hp gaming"
Bang kapan rilis infinix GT 20 pro plus yang katanya akan dirilis? Ada yang tahu wajib jawab pertanyaan saya😁🙏🏻
Bang review infinix GT ultra
bole
Ini hp bisa pake wireless charger gak?
Koh infinix gt ultra dong.... Penasaran banget katanya antutunya tembus 2juta
pengen si tapi gak ada uang🗿
Coba rivew hp infinix GT ultra
ganteng ganteng..... datang emot om deddy
Doaa in gw guys biar bisa dapat hp ini 🌟✨✨
Bang kapan gt ultara keluar bang
Bang bagusan infinix gt 10 pro atau poco x5 pro?
"Saya juga benci tulisan ram 16 gb,wkwkw"
Awet gak sih buat gaming
😊   😊
1:54 gambar yang bisa di dengar😅
Bgusan mana black sharack 4?
Bang ini ada nfc nya yah mohon infonya
Kok Box Hpnya besar? pas aku Cek Tokopedia/Shoppe Malahan Kecil?😑
0.30
saran buat game enakan  infinix GT 10 pro atau infinix note 30 pro
Kok di daerah ku harganya 5 jutaan ya
yaallah smoga kebeli
Bang coba sekali² tes main game Naruto ultimate ninja storm 4 lancar ap gk
Gambar yg bisa didengar 😂
Tecno pova 6 pro
Katek wong.. Lah brrti wong palembang kau nih 🤣🤣🤣
"Yang make hp ini komen dong,gimana hpnya cepat panas ga klo main game"
@10:51 arrrrrrrrrrrrrrrr hahahah
anjay main gatotkaca nya 😀
Poco f 6 bang
"Uang ada,kendala mlah gda yg jualan ni hp dsni,mau pesen hrganya naik smpe 2juta buset"
review Infinix GT Ultra donk... GG nih kayaknya...
hp ini sangat langka dmna²habis
Bang pova 6
Bang kasih HP dong
main undawn perang di blockade
"bang rekomen hp buat main car x street dongg,dana cuman ada 2-3jt doang ada ga ya😢"
Hp nya sekarang malah gaib .dan harga tambah mahal
gt ultra bang.
Review Nubia Neo 5g bang
Kapan ada lagi bang stoknya😢
yang gt 20 bang
"nitip nnya ketahan kacanya jenis apa yah, soalnya saya barbar make hp 🥲"
Akhirnya gua punya gt 10 pro walau hasil tuker tambah tapi seneng😊
Setiap hp yang di review sama bang David selalu di goreng pasar
Jos
Njir stock nya habis cuy gila
Bang david ini orang palembang apo ?
jago juga bg dapit gatot nya wkwk
Ad Snapdragon nya gk ya bg
"Harga 3,4 juta Ditonton 3,4 juta"
Bagusan infinix gt 10 apa iqoo z7
"Kalo mau ngebas sepekernya,, buka pengaturan suara bang,,, ada sistem DTS nya"
Belum lengkap kalo belum test carx street
kingfinix gak salah kiblatnya ke nothing phone drpd ke apple mulu
Bahaso Palembang nyo metu pas maen ml
"Hp ini kurang worth it ya, soalnya mudah panas, temen gw jg katanya nyesel beli hp ini gw hanya mengingatkan saja, kalau masalah kalian ingin atau tidak itu terserah kalian, tapi yang jelas nih hp cepet panas gw serius"
Njir lah pegen beli tapi stock nya habis semua
"Bang, apakah hp ini dilengkapi gorilla glass?"
Bagusaan mana gt 10 pro sma infinix 30 pro bg?
Saat pertama kali masuk udh kek wah banget infinix
Info keluh kesah make hp infinix
Di marketplace orange officialnya udh habis stok nya bang😢
ABANG DAVIDDDDDDD KALO BIAR BELI PLUS BOXNYA GIMANA DIMANA TOLONG AKU MAU BELI SAMPE BOX BESAR GITU 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
Semoga aku akan kebeli hp GT infinix😢
"Bantu jawab dong, infinix zero5g masih worth it ga buat maen ML sama pubg? Gaa fokus buat game, tapi pengen main game lebih lancar, tolong saran saran dari sepuh supaya ga dilema antara mau beli zero5g atau GT10 Pro😁"
mending ini apa pro 30 ya
Srius bang mau tanya infinix gt 10 pro sama poco x6 mending mana
Keren bgt hp nyaa
Tes MODERN WARSHIP BANG di jamin panas tu HP 😅
"Bang, kalau di banding sm pocco x6.bagus mana"
